id,name,filetype,pending,approved,redacted,is_pdf,is_image,is_irrelevant,site_url,anchor_url,file_url,message_id,request_id
231685,Klimaschutzkonzept_RHN.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-63/659030/anhang/Klimaschutzkonzept_RHN.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-63/#nachricht-659030,https://media.frag-den-staat.de/files/foi/659030/Klimaschutzkonzept_RHN.pdf?token=1nMxoj%3AIvcrsruUg3DkEkQcCRmPe08KjofX1Fq4nHAua9Sd_cM,659030,235228
227502,2020-07-29-KlimaschutzkonzeptfuerdenKreis_oub.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-70/652823/anhang/2020-07-29-KlimaschutzkonzeptfuerdenKreis_oub.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-70/#nachricht-652823,https://media.frag-den-staat.de/files/foi/652823/2020-07-29-KlimaschutzkonzeptfuerdenKreis_oub.pdf?token=1nMxp9%3AuHWHIO-yQseP7FdEYwXH6Qc2ZpzTJM5kbRGQL3CZ_mc,652823,235235
227449,Bericht-IKK_LK-Germersheim_Okt_2021.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-74/652694/anhang/Bericht-IKK_LK-Germersheim_Okt_2021.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-74/#nachricht-652694,https://media.frag-den-staat.de/files/foi/652694/Bericht-IKK_LK-Germersheim_Okt_2021.pdf?token=1nMxpB%3Al45a8A73XaB-TARd-OfIIW1eAGsikfkIsGWKUY-FJWY,652694,235239
229584,_Anfrage13122021_Klimaschutzkonzepte_Semsrott_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-76/655400/anhang/_Anfrage13122021_Klimaschutzkonzepte_Semsrott_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-76/#nachricht-655400,https://media.frag-den-staat.de/files/foi/655400/_Anfrage13122021_Klimaschutzkonzepte_Semsrott_geschwaerzt.pdf?token=1nMxou%3AyeHHG8_EAvYJscGcAhghrzhSvGoP0zX91DM4l6IHABM,655400,235241
227547,2020-12-23_EV-IKSK-Kreis-Olpe-Endbericht.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-84/652901/anhang/2020-12-23_EV-IKSK-Kreis-Olpe-Endbericht.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-84/#nachricht-652901,https://media.frag-den-staat.de/files/foi/652901/2020-12-23_EV-IKSK-Kreis-Olpe-Endbericht.pdf?token=1nMxp8%3AeR8L3PPr6sYAuxOLPcgx3VRojPDfXq8WlhOBV_dr0CU,652901,235249
231274,_2022_01_10_Anfrage_Semsrott_UIG_Klimaschutzkonzept_Hochwasser_Antwort_final_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-85/658277/anhang/_2022_01_10_Anfrage_Semsrott_UIG_Klimaschutzkonzept_Hochwasser_Antwort_final_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-85/#nachricht-658277,https://media.frag-den-staat.de/files/foi/658277/_2022_01_10_Anfrage_Semsrott_UIG_Klimaschutzkonzept_Hochwasser_Antwort_final_geschwaerzt.pdf?token=1nMxom%3AWq_Ae48ckUKxTl00weUAL3BPmAyzXtG5Xt4fC4M_Z40,658277,235250
230342,2022-01-04AntwortSemsrottUIG_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-88/656574/anhang/2022-01-04AntwortSemsrottUIG_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-88/#nachricht-656574,https://media.frag-den-staat.de/files/foi/656574/2022-01-04AntwortSemsrottUIG_geschwaerzt.pdf?token=1nMxor%3AK---DlivlJdcb8Ol6effBlfQqlUSQ0DIiSIjJgwTdNY,656574,235253
230343,2020_09_07KTNiederschriftBeschlussAktionsplanKlimaschutz.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-94/656603/anhang/2020_09_07KTNiederschriftBeschlussAktionsplanKlimaschutz.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-94/#nachricht-656603,https://media.frag-den-staat.de/files/foi/656603/2020_09_07KTNiederschriftBeschlussAktionsplanKlimaschutz.pdf?token=1nMxor%3AOch0r9dbUEOJIKneEnRqJz6jALyqRBJjJnGUwF5uS_E,656603,235259
227709,AnfrageKlimaschutz-undKlimaanpassungskonzepte235270_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-105/653150/anhang/AnfrageKlimaschutz-undKlimaanpassungskonzepte235270_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-105/#nachricht-653150,https://media.frag-den-staat.de/files/foi/653150/AnfrageKlimaschutz-undKlimaanpassungskonzepte235270_geschwaerzt.pdf?token=1nMxp4%3A4LWLToSLw31bd_-DeYSzC9H-C8KNffUSf70_fM3WuX0,653150,235270
227705,Flyer_Starkregen_2021_04_19.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-105/653150/anhang/Flyer_Starkregen_2021_04_19.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-105/#nachricht-653150,https://media.frag-den-staat.de/files/foi/653150/Flyer_Starkregen_2021_04_19.pdf?token=1nMxp4%3AGwrl5Y5Piwsc_7kB7ol5aHDs_G-IbNr07O6pcKt5scE,653150,235270
231950,antwortbescheid-darmstadt-dieburg_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-116/659633/anhang/antwortbescheid-darmstadt-dieburg_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-116/#nachricht-659633,https://media.frag-den-staat.de/files/foi/659633/antwortbescheid-darmstadt-dieburg_geschwaerzt.pdf?token=1nMxog%3AQCt4K8LdZphFxaVUjGQAZVvfYFLTl6B7IswLAJXK5hs,659633,235281
227821,KlimaschutzkonzeptLandkreisGrafschaftBentheim_Bericht.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/653281/anhang/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Bericht.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/#nachricht-653281,https://media.frag-den-staat.de/files/foi/653281/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Bericht.pdf?token=1nMxp2%3AfsYfw-Vzlitpt7TE0XYat97ZehJxWE4JyAeiZo9JzGY,653281,235292
227822,KlimaschutzkonzeptLandkreisGrafschaftBentheim_Energiesteckbriefe.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/653281/anhang/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Energiesteckbriefe.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/#nachricht-653281,https://media.frag-den-staat.de/files/foi/653281/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Energiesteckbriefe.pdf?token=1nMxp2%3AA8Kq75ZtTKLRVcUzyRe3EmxVLVSJR0Tk7xrkcvWvl5Q,653281,235292
227823,KlimaschutzkonzeptLandkreisGrafschaftBentheim_Manahmenkatalog.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/653281/anhang/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Manahmenkatalog.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-127/#nachricht-653281,https://media.frag-den-staat.de/files/foi/653281/KlimaschutzkonzeptLandkreisGrafschaftBentheim_Manahmenkatalog.pdf?token=1nMxp2%3AzQc5Do5hrCf_p8EIKZF5A5Y_ccOU3DUzeEquZrVIwLs,653281,235292
227414,HRBInnersteundNette.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-137/652669/anhang/HRBInnersteundNette.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-137/#nachricht-652669,https://media.frag-den-staat.de/files/foi/652669/HRBInnersteundNette.pdf?token=1nMxpB%3AVEQV46-hl_yi6r_QCSOfNm0UoiNwKDTYywbD4WrFK4o,652669,235302
227520,BeantwortungAnfrage235321_Klimaschutzund-anpassung.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-156/652854/anhang/BeantwortungAnfrage235321_Klimaschutzund-anpassung.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-156/#nachricht-652854,https://media.frag-den-staat.de/files/foi/652854/BeantwortungAnfrage235321_Klimaschutzund-anpassung.pdf?token=1nMxp8%3AaJXNWCtbgLt5A_b_4otTwFQ_wefN-UzeO51THdNR59I,652854,235321
227566,KLIMASCHUTZKONZEPT_LK.Row2013.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-168/652921/anhang/KLIMASCHUTZKONZEPT_LK.Row2013.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-168/#nachricht-652921,https://media.frag-den-staat.de/files/foi/652921/KLIMASCHUTZKONZEPT_LK.Row2013.pdf?token=1nMxp8%3Ak7kIhd7dvZDZWz9jy2EezUNHUg4ihpFcKGPAVrFqujk,652921,235333
226835,IMPAKT_II_Broschuere.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-173/651871/anhang/IMPAKT_II_Broschuere.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-173/#nachricht-651871,https://media.frag-den-staat.de/files/foi/651871/IMPAKT_II_Broschuere.pdf?token=1nMxpI%3A70KkNGMRB7WeTSG3sma_6Y1PLpTbpgH7Fu_XIWOCkO0,651871,235338
230922,2022-01-07AuskunftvomLKSPN_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-177/657528/anhang/2022-01-07AuskunftvomLKSPN_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-177/#nachricht-657528,https://media.frag-den-staat.de/files/foi/657528/2022-01-07AuskunftvomLKSPN_geschwaerzt.pdf?token=1nMxop%3ABRZ6Hvk7gMr9zi1RGD0vY7X6XpQkylm_mdicV6afvGQ,657528,235342
229798,AntwortschreibenKlimaschutzkonzept_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-192/654677/anhang/AntwortschreibenKlimaschutzkonzept_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-192/#nachricht-654677,https://media.frag-den-staat.de/files/foi/654677/AntwortschreibenKlimaschutzkonzept_geschwaerzt.pdf?token=1nMxos%3A5P_gcWC-rnul554JOfS3FDyD89a1GIsCeLpyAWMdYxA,654677,235357
229796,Gebhrenbescheid12-21zInfos_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-192/654677/anhang/Gebhrenbescheid12-21zInfos_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-192/#nachricht-654677,https://media.frag-den-staat.de/files/foi/654677/Gebhrenbescheid12-21zInfos_geschwaerzt.pdf?token=1nMxos%3Atit9U6eu7xrrrulei56TtKM4PGzDBI5EgSW-S0uAXkI,654677,235357
229773,181004-HWRM-Newsletter2_RPT.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-213/655759/anhang/181004-HWRM-Newsletter2_RPT.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-213/#nachricht-655759,https://media.frag-den-staat.de/files/foi/655759/181004-HWRM-Newsletter2_RPT.pdf?token=1nMxot%3AGmPsDcadWMQMqhX4fXAy8ls1O2M6v5S9b8lqLwicDDY,655759,235378
231719,KSKLKBH_Bericht_final_Juli2021.pdf,application/octet-stream,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-216/659094/anhang/KSKLKBH_Bericht_final_Juli2021.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-216/#nachricht-659094,https://media.frag-den-staat.de/files/foi/659094/KSKLKBH_Bericht_final_Juli2021.pdf?token=1nMxoi%3Aq8vmc2I1ipugMx62yHixbZZY0Lpn_L83Zpr9q54qKX4,659094,235381
228401,20211213_Anfrage_Umweltinformation_Starkregenrisiko_Enzkreis_konvertiert.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-227/654141/anhang/20211213_Anfrage_Umweltinformation_Starkregenrisiko_Enzkreis_konvertiert.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-227/#nachricht-654141,https://media.frag-den-staat.de/files/foi/654141/20211213_Anfrage_Umweltinformation_Starkregenrisiko_Enzkreis_konvertiert.pdf?token=1nMxoz%3AS1FSbZT1fsahURtqKNX1aXpYCB8Qnlq5Ju5c5NrFFts,654141,235392
228621,Energie-undKlimaschutzkonzeptLandkreisFreudenstadt3.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-234/654414/anhang/Energie-undKlimaschutzkonzeptLandkreisFreudenstadt3.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-234/#nachricht-654414,https://media.frag-den-staat.de/files/foi/654414/Energie-undKlimaschutzkonzeptLandkreisFreudenstadt3.pdf?token=1nMxow%3AUdw9uq2JZKLMBPeHEBAthhTO_HIFerfFpuOA58gd9cI,654414,235399
228572,stadt-ebersbach-an-der-fils_klimagutachten-1992-1994.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-239/654333/anhang/stadt-ebersbach-an-der-fils_klimagutachten-1992-1994.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-239/#nachricht-654333,https://media.frag-den-staat.de/files/foi/654333/stadt-ebersbach-an-der-fils_klimagutachten-1992-1994.pdf?token=1nMxox%3ATLmg8-GRqBwbPCkMmtJdKTfkTQ6r7tkbK87G3BG8oyw,654333,235404
228571,stadt-ebersbach-an-der-fils_klimagutachten-innenentwicklung.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-239/654333/anhang/stadt-ebersbach-an-der-fils_klimagutachten-innenentwicklung.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-239/#nachricht-654333,https://media.frag-den-staat.de/files/foi/654333/stadt-ebersbach-an-der-fils_klimagutachten-innenentwicklung.pdf?token=1nMxox%3AQjCi7_8MuZ2KHzQlRPWder_NBxvKJRKRes9PLFXdhBM,654333,235404
229625,PrsentationTOP1_KlimaneutraleVerwaltung.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/655533/anhang/PrsentationTOP1_KlimaneutraleVerwaltung.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/#nachricht-655533,https://media.frag-den-staat.de/files/foi/655533/PrsentationTOP1_KlimaneutraleVerwaltung.pdf?token=1nMxot%3APyIQw5nfYCfUJBzKjw0h3FalgrhkFBiPLlDt5hraR8k,655533,235434
229626,Prsentation_TOP1_StatusberichtkommunalerKlimaschutz2020.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/655533/anhang/Prsentation_TOP1_StatusberichtkommunalerKlimaschutz2020.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/#nachricht-655533,https://media.frag-den-staat.de/files/foi/655533/Prsentation_TOP1_StatusberichtkommunalerKlimaschutz2020.pdf?token=1nMxot%3AQZtno74rvsep-EozQcdvi9zrRkoXr2_slV3BKE59AAc,655533,235434
229624,SiVoKT_KlimaschutzindenLandkreisen.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/655533/anhang/SiVoKT_KlimaschutzindenLandkreisen.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-269/#nachricht-655533,https://media.frag-den-staat.de/files/foi/655533/SiVoKT_KlimaschutzindenLandkreisen.pdf?token=1nMxot%3AR8vdKCikyzbKVNkqVVSBaZmL6MC2yAqlS_zHNqU_NRY,655533,235434
231705,iKSKNuernbergerLand.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-276/659060/anhang/iKSKNuernbergerLand.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-276/#nachricht-659060,https://media.frag-den-staat.de/files/foi/659060/iKSKNuernbergerLand.pdf?token=1nMxoj%3A89QRQD4qg1MGK8UtHPbYd1WdODOXImECUqTZBDH-AlY,659060,235441
232341,220117LRAAntwortschreiben_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-278/660513/anhang/220117LRAAntwortschreiben_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-278/#nachricht-660513,https://media.frag-den-staat.de/files/foi/660513/220117LRAAntwortschreiben_geschwaerzt.pdf?token=1nMxoe%3AvuXHxR_0WoINnTW6NeucKoLl0h2VLqzjq2aPlcnUSWs,660513,235443
230564,LKPAFKlimaschutzstrategie.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-282/657038/anhang/LKPAFKlimaschutzstrategie.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-282/#nachricht-657038,https://media.frag-den-staat.de/files/foi/657038/LKPAFKlimaschutzstrategie.pdf?token=1nMxoq%3AFvSi8RzFV9qLJycjnsY-awydBs9tm4QdKVhi-gzOBEc,657038,235448
231901,LRAReutlingenSchreibenvom13.01.2022_geschwaerzt.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-287/659525/anhang/LRAReutlingenSchreibenvom13.01.2022_geschwaerzt.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-287/#nachricht-659525,https://media.frag-den-staat.de/files/foi/659525/LRAReutlingenSchreibenvom13.01.2022_geschwaerzt.pdf?token=1nMxog%3AclRBeGaNZqoFpJw4DdDn3pgHn6q4l8TnvDrEDcdLPlQ,659525,235452
231163,IntegriertesKlimaschutzkonzeptLeitbildLandkreisRottweil.pdf,application/octet-stream,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-293/658070/anhang/IntegriertesKlimaschutzkonzeptLeitbildLandkreisRottweil.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-293/#nachricht-658070,https://media.frag-den-staat.de/files/foi/658070/IntegriertesKlimaschutzkonzeptLeitbildLandkreisRottweil.pdf?token=1nMxon%3AG1U-dxcUVQLxQG41iJmNm3iCMG7uB-uJkUQBlLiWa5A,658070,235458
234906,KlimaschutzkonzeptKreisSchwbischHallLangfassung.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-295/665173/anhang/KlimaschutzkonzeptKreisSchwbischHallLangfassung.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-295/#nachricht-665173,https://media.frag-den-staat.de/files/foi/665173/KlimaschutzkonzeptKreisSchwbischHallLangfassung.pdf?token=1nMxoY%3AIlojxcqp9jC7LnEPqRgDc8cBPNJwrd5yJcZ_21m_GHc,665173,235460
231135,2015_KlimaschutzkonzeptLKSig.pdf,application/pdf,False,True,,True,False,False,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-299/657998/anhang/2015_KlimaschutzkonzeptLKSig.pdf,https://fragdenstaat.de/anfrage/klimaschutz-und-klimaanpassungskonzepte-299/#nachricht-657998,https://media.frag-den-staat.de/files/foi/657998/2015_KlimaschutzkonzeptLKSig.pdf?token=1nMxon%3AEqMqXWMafZPFJR-drCY7mKigciP4l8ROoYPhiBnK4_g,657998,235464
